region,country,disease,prob,unknown1,unknown2,disease2,diseasename
afr,mrt,whs3_47,0.000248123940934398,41,165240,WHS3_47,Meningitis
afr,mrt,whs3_48,8.93342620234579e-05,5860,65596333,WHS3_48,Malaria
afr,mrt,whs3_49,0.00299760191846523,5,1668,WHS3_49,Poliomyelitis
afr,mrt,whs3_56,0.000144383482529599,2,13852,WHS3_56,Neonatal tetanus
afr,mrt,whs3_62,0.00204324650641334,1848,904443,WHS3_62,Measles
afr,mus,tb_tot_newrel,2.02636105216286e-05,351,17321691,TB_tot_newrel,Tuberculosis
afr,mus,whs3_41,0.000503829101168884,5,9924,WHS3_41,Diphtheria
afr,mus,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,mus,whs3_43,5.03120605555961e-06,2,397519,WHS3_43,Pertussis
afr,mus,whs3_45,4.30027994822463e-06,3,697629,WHS3_45,Leprosy
afr,mus,whs3_46,5.71461226355792e-05,2,34998,WHS3_46,Total tetanus
afr,mus,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,mus,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,mus,whs3_53,1.59657778872912e-06,3,1879019,WHS3_53,Mumps
afr,mus,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,mus,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
afr,mus,whs3_57,2.56531944640406e-05,8,311852,WHS3_57,Rubella
afr,mus,whs3_62,3.20639332716379e-05,29,904443,WHS3_62,Measles
afr,mwi,tb_tot_newrel,0.00364439014643547,63127,17321691,TB_tot_newrel,Tuberculosis
afr,mwi,whs3_40,0.00723849681905607,5871,811080,WHS3_40,Colera
afr,mwi,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,mwi,whs3_43,0,0,397519,WHS3_43,Pertussis
afr,mwi,whs3_45,0.00154810078136087,1080,697629,WHS3_45,Leprosy
afr,mwi,whs3_46,0.000542888165038002,19,34998,WHS3_46,Total tetanus
afr,mwi,whs3_48,0.00464201253445067,304499,65596333,WHS3_48,Malaria
afr,mwi,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,mwi,whs3_56,0.00137164308403119,19,13852,WHS3_56,Neonatal tetanus
afr,mwi,whs3_57,0.00111591395918577,348,311852,WHS3_57,Rubella
afr,mwi,whs3_62,0.131306229358843,118759,904443,WHS3_62,Measles
afr,nam,tb_tot_newrel,0.00196672484228012,34067,17321691,TB_tot_newrel,Tuberculosis
afr,nam,whs3_40,0.000196034916407753,159,811080,WHS3_40,Colera
afr,nam,whs3_41,0.000201531640467553,2,9924,WHS3_41,Diphtheria
afr,nam,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,nam,whs3_43,4.02496484444769e-05,16,397519,WHS3_43,Pertussis
afr,nam,whs3_45,7.45381857692269e-05,52,697629,WHS3_45,Leprosy
afr,nam,whs3_46,0.000857191839533688,30,34998,WHS3_46,Total tetanus
afr,nam,whs3_48,4.45299282202254e-05,2921,65596333,WHS3_48,Malaria
afr,nam,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,nam,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,nam,whs3_53,0,0,1879019,WHS3_53,Mumps
afr,nam,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,nam,whs3_56,0.00158821830782558,22,13852,WHS3_56,Neonatal tetanus
afr,nam,whs3_57,0.00060605671921296,189,311852,WHS3_57,Rubella
afr,nam,whs3_62,0.00806352639138122,7293,904443,WHS3_62,Measles
afr,ner,tb_tot_newrel,0.00175265798241061,30359,17321691,TB_tot_newrel,Tuberculosis
afr,ner,whs3_40,0.00286531538195986,2324,811080,WHS3_40,Colera
afr,ner,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,ner,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,ner,whs3_43,0.0059544323667548,2367,397519,WHS3_43,Pertussis
afr,ner,whs3_45,0.00195806080309161,1366,697629,WHS3_45,Leprosy
afr,ner,whs3_46,0.0124007086119207,434,34998,WHS3_46,Total tetanus
afr,ner,whs3_47,0.107970225127088,17841,165240,WHS3_47,Meningitis
afr,ner,whs3_48,0.0260778144412432,1710609,65596333,WHS3_48,Malaria
afr,ner,whs3_49,0.00599520383693046,10,1668,WHS3_49,Poliomyelitis
afr,ner,whs3_50,0.00577367205542725,20,3464,WHS3_50,Yellow fever
afr,ner,whs3_53,0,0,1879019,WHS3_53,Mumps
afr,ner,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,ner,whs3_56,0.00274328616806237,38,13852,WHS3_56,Neonatal tetanus
afr,ner,whs3_57,0.000112232725780178,35,311852,WHS3_57,Rubella
afr,ner,whs3_62,0.00214938918207118,1944,904443,WHS3_62,Measles
afr,nga,tb_tot_newrel,0.0149805235528102,259488,17321691,TB_tot_newrel,Tuberculosis
afr,nga,whs3_40,0.0457020269270602,37068,811080,WHS3_40,Colera
afr,nga,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,nga,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,nga,whs3_43,0.028378517756384,11281,397519,WHS3_43,Pertussis
afr,nga,whs3_45,0.0116566255129876,8132,697629,WHS3_45,Leprosy
afr,nga,whs3_46,0.00894336819246814,313,34998,WHS3_46,Total tetanus
afr,nga,whs3_47,0.383750907770516,63411,165240,WHS3_47,Meningitis
afr,nga,whs3_48,0.015717829836616,1031032,65596333,WHS3_48,Malaria
afr,nga,whs3_49,0.101318944844125,169,1668,WHS3_49,Poliomyelitis
afr,nga,whs3_50,0.111720554272517,387,3464,WHS3_50,Yellow fever
afr,nga,whs3_51,0,0,142,WHS3_51,H5N1
afr,nga,whs3_53,0,0,1879019,WHS3_53,Mumps
afr,nga,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,nga,whs3_56,0.0251227259601502,348,13852,WHS3_56,Neonatal tetanus
afr,nga,whs3_57,0.0140290907225222,4375,311852,WHS3_57,Rubella
afr,nga,whs3_62,0.0316283060402922,28606,904443,WHS3_62,Measles
afr,rwa,tb_tot_newrel,0.00118793251767394,20577,17321691,TB_tot_newrel,Tuberculosis
afr,rwa,whs3_40,8.26059081718203e-05,67,811080,WHS3_40,Colera
afr,rwa,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,rwa,whs3_43,0,0,397519,WHS3_43,Pertussis
afr,rwa,whs3_45,0.000153376651486678,107,697629,WHS3_45,Leprosy
afr,rwa,whs3_46,0,0,34998,WHS3_46,Total tetanus
afr,rwa,whs3_48,0.0235725372026513,1546272,65596333,WHS3_48,Malaria
afr,rwa,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,rwa,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,rwa,whs3_53,0,0,1879019,WHS3_53,Mumps
afr,rwa,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
afr,rwa,whs3_57,0.00042327770865667,132,311852,WHS3_57,Rubella
afr,rwa,whs3_62,0.000173587500815419,157,904443,WHS3_62,Measles
afr,sen,tb_tot_newrel,0.00191794207620953,33222,17321691,TB_tot_newrel,Tuberculosis
afr,sen,whs3_40,1.10963160230803e-05,9,811080,WHS3_40,Colera
afr,sen,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,sen,whs3_43,0,0,397519,WHS3_43,Pertussis
afr,sen,whs3_45,0.000388458621989625,271,697629,WHS3_45,Leprosy
afr,sen,whs3_46,0.00517172409851992,181,34998,WHS3_46,Total tetanus
afr,sen,whs3_47,0.00541031227305737,894,165240,WHS3_47,Meningitis
afr,sen,whs3_48,0.00252960786695195,165933,65596333,WHS3_48,Malaria
afr,sen,whs3_49,0.0107913669064748,18,1668,WHS3_49,Poliomyelitis
afr,sen,whs3_50,0.0023094688221709,8,3464,WHS3_50,Yellow fever
afr,sen,whs3_56,0.00353739532197517,49,13852,WHS3_56,Neonatal tetanus
afr,sen,whs3_57,0.000788835729769249,246,311852,WHS3_57,Rubella
afr,sen,whs3_62,0.00158108360615318,1430,904443,WHS3_62,Measles
afr,sle,tb_tot_newrel,0.00214280464880709,37117,17321691,TB_tot_newrel,Tuberculosis
afr,sle,whs3_43,5.78588696389355e-05,23,397519,WHS3_43,Pertussis
afr,sle,whs3_45,0.00120981209210053,844,697629,WHS3_45,Leprosy
afr,sle,whs3_46,0.00354305960340591,124,34998,WHS3_46,Total tetanus
afr,sle,whs3_48,0.0338387055873992,2219695,65596333,WHS3_48,Malaria
afr,sle,whs3_49,0.000599520383693046,1,1668,WHS3_49,Poliomyelitis
afr,sle,whs3_50,0.105080831408776,364,3464,WHS3_50,Yellow fever
afr,sle,whs3_56,0.00526999711233035,73,13852,WHS3_56,Neonatal tetanus
afr,sle,whs3_57,0.000179572361248284,56,311852,WHS3_57,Rubella
afr,sle,whs3_62,0.00330037382123583,2985,904443,WHS3_62,Measles
afr,stp,tb_tot_newrel,1.93399131759134e-05,335,17321691,TB_tot_newrel,Tuberculosis
afr,stp,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,stp,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,stp,whs3_43,0,0,397519,WHS3_43,Pertussis
afr,stp,whs3_45,0,0,697629,WHS3_45,Leprosy
afr,stp,whs3_46,0,0,34998,WHS3_46,Total tetanus
afr,stp,whs3_48,0.000264709919074287,17364,65596333,WHS3_48,Malaria
afr,stp,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,stp,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,stp,whs3_53,0,0,1879019,WHS3_53,Mumps
afr,stp,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,stp,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
afr,stp,whs3_57,0,0,311852,WHS3_57,Rubella
afr,stp,whs3_62,0,0,904443,WHS3_62,Measles
afr,swz,tb_tot_newrel,0.00164395035103674,28476,17321691,TB_tot_newrel,Tuberculosis
afr,swz,whs3_40,2.34255560487252e-05,19,811080,WHS3_40,Colera
afr,swz,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,swz,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,swz,whs3_43,1.50936181666788e-05,6,397519,WHS3_43,Pertussis
afr,swz,whs3_46,5.71461226355792e-05,2,34998,WHS3_46,Total tetanus
afr,swz,whs3_48,1.40709085064252e-05,923,65596333,WHS3_48,Malaria
afr,swz,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,swz,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,swz,whs3_53,0.00765026857099369,14375,1879019,WHS3_53,Mumps
afr,swz,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,swz,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
afr,swz,whs3_57,0.000804868976309275,251,311852,WHS3_57,Rubella
afr,swz,whs3_62,0.000374816323416733,339,904443,WHS3_62,Measles
afr,syc,tb_tot_newrel,3.05974745768182e-06,53,17321691,TB_tot_newrel,Tuberculosis
afr,syc,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,syc,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,syc,whs3_43,1.76092211944586e-05,7,397519,WHS3_43,Pertussis
afr,syc,whs3_45,2.86685329881642e-06,2,697629,WHS3_45,Leprosy
afr,syc,whs3_46,0,0,34998,WHS3_46,Total tetanus
afr,syc,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,syc,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,syc,whs3_53,0,0,1879019,WHS3_53,Mumps
afr,syc,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,syc,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
afr,syc,whs3_57,0,0,311852,WHS3_57,Rubella
afr,syc,whs3_62,0,0,904443,WHS3_62,Measles
afr,tcd,tb_tot_newrel,0.00163771539395317,28368,17321691,TB_tot_newrel,Tuberculosis
afr,tcd,whs3_40,0.0213715046604527,17334,811080,WHS3_40,Colera
afr,tcd,whs3_45,0.00125138146493337,873,697629,WHS3_45,Leprosy
afr,tcd,whs3_46,0.010314875135722,361,34998,WHS3_46,Total tetanus
afr,tcd,whs3_47,0.0868070685064149,14344,165240,WHS3_47,Meningitis
afr,tcd,whs3_48,0.00581700199613292,381574,65596333,WHS3_48,Malaria
afr,tcd,whs3_49,0.0995203836930456,166,1668,WHS3_49,Poliomyelitis
afr,tcd,whs3_50,0.058891454965358,204,3464,WHS3_50,Yellow fever
afr,tcd,whs3_56,0.0462027144094716,640,13852,WHS3_56,Neonatal tetanus
afr,tcd,whs3_57,1.92398958480305e-05,6,311852,WHS3_57,Rubella
afr,tcd,whs3_62,0.00996082671876503,9009,904443,WHS3_62,Measles
afr,tgo,tb_tot_newrel,0.000500239843788923,8665,17321691,TB_tot_newrel,Tuberculosis
afr,tgo,whs3_40,0.000273709128569315,222,811080,WHS3_40,Colera
afr,tgo,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,tgo,whs3_43,0.000399980881416989,159,397519,WHS3_43,Pertussis
afr,tgo,whs3_45,0.00023221511720413,162,697629,WHS3_45,Leprosy
afr,tgo,whs3_46,0.00208583347619864,73,34998,WHS3_46,Total tetanus
afr,tgo,whs3_47,0.0093439845073832,1544,165240,WHS3_47,Meningitis
afr,tgo,whs3_48,0.0232922928786278,1527889,65596333,WHS3_48,Malaria
afr,tgo,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,tgo,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,tgo,whs3_56,0.00526999711233035,73,13852,WHS3_56,Neonatal tetanus
afr,tgo,whs3_57,0.000756769236689199,236,311852,WHS3_57,Rubella
afr,tgo,whs3_62,0.000809337901890998,732,904443,WHS3_62,Measles
afr,tza,tb_tot_newrel,0.0105065954588383,181992,17321691,TB_tot_newrel,Tuberculosis
afr,tza,whs3_40,0.0106549292301623,8642,811080,WHS3_40,Colera
afr,tza,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,tza,whs3_43,0,0,397519,WHS3_43,Pertussis
afr,tza,whs3_45,0.00717143352698927,5003,697629,WHS3_45,Leprosy
afr,tza,whs3_46,0.000314303674495685,11,34998,WHS3_46,Total tetanus
afr,tza,whs3_48,6.09790184460464e-07,40,65596333,WHS3_48,Malaria
afr,tza,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,tza,whs3_52,0.0176017601760176,16,909,WHS3_52,Plague
afr,tza,whs3_56,0.000794109153912792,11,13852,WHS3_56,Neonatal tetanus
afr,tza,whs3_57,0.000445724253812706,139,311852,WHS3_57,Rubella
afr,tza,whs3_62,0.00371831060663856,3363,904443,WHS3_62,Measles
afr,uga,tb_tot_newrel,0.00755665252312837,130894,17321691,TB_tot_newrel,Tuberculosis
afr,uga,whs3_40,0.00135005178280811,1095,811080,WHS3_40,Colera
afr,uga,whs3_45,0.00147642944889046,1030,697629,WHS3_45,Leprosy
afr,uga,whs3_46,0.107120406880393,3749,34998,WHS3_46,Total tetanus
afr,uga,whs3_48,0.0474778064194534,3114370,65596333,WHS3_48,Malaria
afr,uga,whs3_49,0.00119904076738609,2,1668,WHS3_49,Poliomyelitis
afr,uga,whs3_50,0.0496535796766744,172,3464,WHS3_50,Yellow fever
afr,uga,whs3_56,0.0329194340167485,456,13852,WHS3_56,Neonatal tetanus
afr,uga,whs3_57,0.0106204225081128,3312,311852,WHS3_57,Rubella
afr,uga,whs3_62,0.00688379477755923,6226,904443,WHS3_62,Measles
afr,zaf,tb_tot_newrel,0.0611189750469512,1058684,17321691,TB_tot_newrel,Tuberculosis
afr,zaf,whs3_40,0.0129703605069784,10520,811080,WHS3_40,Colera
afr,zaf,whs3_41,0.000100765820233777,1,9924,WHS3_41,Diphtheria
afr,zaf,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,zaf,whs3_43,0.000465386560139264,185,397519,WHS3_43,Pertussis
afr,zaf,whs3_46,2.85730613177896e-05,1,34998,WHS3_46,Total tetanus
afr,zaf,whs3_48,0.000251538451089941,16500,65596333,WHS3_48,Malaria
afr,zaf,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,zaf,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,zaf,whs3_56,0.000288766965059197,4,13852,WHS3_56,Neonatal tetanus
afr,zaf,whs3_57,0.0200126983312597,6241,311852,WHS3_57,Rubella
afr,zaf,whs3_62,0.00657752893217151,5949,904443,WHS3_62,Measles
afr,zmb,tb_tot_newrel,0.00765606544996098,132616,17321691,TB_tot_newrel,Tuberculosis
afr,zmb,whs3_40,0.00621640282093012,5042,811080,WHS3_40,Colera
afr,zmb,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,zmb,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,zmb,whs3_43,0.00171312566191805,681,397519,WHS3_43,Pertussis
afr,zmb,whs3_45,0.00171437827269222,1196,697629,WHS3_45,Leprosy
afr,zmb,whs3_46,0,0,34998,WHS3_46,Total tetanus
afr,zmb,whs3_48,0,0,65596333,WHS3_48,Malaria
afr,zmb,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,zmb,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,zmb,whs3_53,0,0,1879019,WHS3_53,Mumps
afr,zmb,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,zmb,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
afr,zmb,whs3_57,0.00364596026320178,1137,311852,WHS3_57,Rubella
afr,zmb,whs3_62,0.032079412411838,29014,904443,WHS3_62,Measles
afr,zwe,tb_tot_newrel,0.00725010046651912,125584,17321691,TB_tot_newrel,Tuberculosis
afr,zwe,whs3_40,0.0855316368299058,69373,811080,WHS3_40,Colera
afr,zwe,whs3_41,0,0,9924,WHS3_41,Diphtheria
afr,zwe,whs3_42,0,0,23404,WHS3_42,Japanese encephalitis
afr,zwe,whs3_43,0,0,397519,WHS3_43,Pertussis
afr,zwe,whs3_45,2.15013997411231e-05,15,697629,WHS3_45,Leprosy
afr,zwe,whs3_46,0.000342876735813475,12,34998,WHS3_46,Total tetanus
afr,zwe,whs3_48,0.0104173811057396,683342,65596333,WHS3_48,Malaria
afr,zwe,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
afr,zwe,whs3_50,0,0,3464,WHS3_50,Yellow fever
afr,zwe,whs3_53,0,0,1879019,WHS3_53,Mumps
afr,zwe,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
afr,zwe,whs3_56,0.000866300895177592,12,13852,WHS3_56,Neonatal tetanus
afr,zwe,whs3_57,0.00152315842130241,475,311852,WHS3_57,Rubella
afr,zwe,whs3_62,0.0116635321407761,10549,904443,WHS3_62,Measles
amr,arg,tb_tot_newrel,0.00142006920686901,24598,17321691,TB_tot_newrel,Tuberculosis
amr,arg,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,arg,whs3_43,0.0104171121380362,4141,397519,WHS3_43,Pertussis
amr,arg,whs3_45,0.00147212916894223,1027,697629,WHS3_45,Leprosy
amr,arg,whs3_46,0.000600034287673581,21,34998,WHS3_46,Total tetanus
amr,arg,whs3_48,2.95748239463325e-06,194,65596333,WHS3_48,Malaria
amr,arg,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,arg,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,arg,whs3_53,0.00876893740829656,16477,1879019,WHS3_53,Mumps
amr,arg,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,arg,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,arg,whs3_57,1.60332465400254e-05,5,311852,WHS3_57,Rubella
amr,arg,whs3_62,2.54300160430232e-05,23,904443,WHS3_62,Measles
amr,atg,tb_tot_newrel,8.65966261608061e-07,15,17321691,TB_tot_newrel,Tuberculosis
amr,atg,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,atg,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,atg,whs3_45,0,0,697629,WHS3_45,Leprosy
amr,atg,whs3_46,0,0,34998,WHS3_46,Total tetanus
amr,atg,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,atg,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,atg,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,atg,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,atg,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,atg,whs3_57,0,0,311852,WHS3_57,Rubella
amr,atg,whs3_62,0,0,904443,WHS3_62,Measles
amr,bhs,tb_tot_newrel,6.75453684054288e-06,117,17321691,TB_tot_newrel,Tuberculosis
amr,bhs,whs3_40,1.23292400256448e-06,1,811080,WHS3_40,Colera
amr,bhs,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,bhs,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,bhs,whs3_45,0,0,697629,WHS3_45,Leprosy
amr,bhs,whs3_46,0,0,34998,WHS3_46,Total tetanus
amr,bhs,whs3_48,0,0,65596333,WHS3_48,Malaria
amr,bhs,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,bhs,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,bhs,whs3_53,1.59657778872912e-06,3,1879019,WHS3_53,Mumps
amr,bhs,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,bhs,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,bhs,whs3_57,0,0,311852,WHS3_57,Rubella
amr,bhs,whs3_62,0,0,904443,WHS3_62,Measles
amr,blz,tb_tot_newrel,1.77234428209117e-05,307,17321691,TB_tot_newrel,Tuberculosis
amr,blz,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,blz,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,blz,whs3_45,0,0,697629,WHS3_45,Leprosy
amr,blz,whs3_46,0,0,34998,WHS3_46,Total tetanus
amr,blz,whs3_48,7.39370598658312e-06,485,65596333,WHS3_48,Malaria
amr,blz,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,blz,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,blz,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,blz,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,blz,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,blz,whs3_57,0,0,311852,WHS3_57,Rubella
amr,blz,whs3_62,0,0,904443,WHS3_62,Measles
amr,bol,tb_tot_newrel,0.00148443936564854,25713,17321691,TB_tot_newrel,Tuberculosis
amr,bol,whs3_41,0.000503829101168884,5,9924,WHS3_41,Diphtheria
amr,bol,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,bol,whs3_45,0.000379858062093176,265,697629,WHS3_45,Leprosy
amr,bol,whs3_46,0.000285730613177896,10,34998,WHS3_46,Total tetanus
amr,bol,whs3_48,0.000467327952615888,30655,65596333,WHS3_48,Malaria
amr,bol,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,bol,whs3_50,0.00144341801385681,5,3464,WHS3_50,Yellow fever
amr,bol,whs3_53,0.0034981019351055,6573,1879019,WHS3_53,Mumps
amr,bol,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,bol,whs3_56,0.000144383482529599,2,13852,WHS3_56,Neonatal tetanus
amr,bol,whs3_57,0,0,311852,WHS3_57,Rubella
amr,bol,whs3_62,0,0,904443,WHS3_62,Measles
amr,bra,tb_tot_newrel,0.0129506409045168,224327,17321691,TB_tot_newrel,Tuberculosis
amr,bra,whs3_40,1.23292400256448e-06,1,811080,WHS3_40,Colera
amr,bra,whs3_41,0.00423216444981862,42,9924,WHS3_41,Diphtheria
amr,bra,whs3_43,0.00827130275534,3288,397519,WHS3_43,Pertussis
amr,bra,whs3_45,0.152601167669349,106459,697629,WHS3_45,Leprosy
amr,bra,whs3_46,0.0255157437567861,893,34998,WHS3_46,Total tetanus
amr,bra,whs3_48,0.0138876513112402,910979,65596333,WHS3_48,Malaria
amr,bra,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,bra,whs3_50,0.0138568129330254,48,3464,WHS3_50,Yellow fever
amr,bra,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,bra,whs3_55,0.0463414634146341,19,410,WHS3_55,Congenital Rubella Syndrome
amr,bra,whs3_56,0.00108287611897199,15,13852,WHS3_56,Neonatal tetanus
amr,bra,whs3_57,0,0,311852,WHS3_57,Rubella
amr,bra,whs3_62,0.000122727468729373,111,904443,WHS3_62,Measles
amr,brb,tb_tot_newrel,4.61848672857633e-07,8,17321691,TB_tot_newrel,Tuberculosis
amr,brb,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,brb,whs3_43,0,0,397519,WHS3_43,Pertussis
amr,brb,whs3_45,1.43342664940821e-06,1,697629,WHS3_45,Leprosy
amr,brb,whs3_46,5.71461226355792e-05,2,34998,WHS3_46,Total tetanus
amr,brb,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,brb,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,brb,whs3_53,0,0,1879019,WHS3_53,Mumps
amr,brb,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,brb,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,brb,whs3_57,0,0,311852,WHS3_57,Rubella
amr,brb,whs3_62,0,0,904443,WHS3_62,Measles
amr,can,tb_tot_newrel,0.000243509712764187,4218,17321691,TB_tot_newrel,Tuberculosis
amr,can,whs3_40,1.35621640282093e-05,11,811080,WHS3_40,Colera
amr,can,whs3_41,0.00030229746070133,3,9924,WHS3_41,Diphtheria
amr,can,whs3_43,0.00780340059217295,3102,397519,WHS3_43,Pertussis
amr,can,whs3_46,0.000200011429224527,7,34998,WHS3_46,Total tetanus
amr,can,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,can,whs3_50,0.000577367205542725,2,3464,WHS3_50,Yellow fever
amr,can,whs3_53,0.000689189412134736,1295,1879019,WHS3_53,Mumps
amr,can,whs3_55,0.0048780487804878,2,410,WHS3_55,Congenital Rubella Syndrome
amr,can,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,can,whs3_57,6.73396354681067e-05,21,311852,WHS3_57,Rubella
amr,can,whs3_62,0.000965234956763444,873,904443,WHS3_62,Measles
amr,chl,tb_tot_newrel,0.000417049351590442,7224,17321691,TB_tot_newrel,Tuberculosis
amr,chl,whs3_40,1.23292400256448e-06,1,811080,WHS3_40,Colera
amr,chl,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,chl,whs3_43,0.0102334731170082,4068,397519,WHS3_43,Pertussis
amr,chl,whs3_45,0,0,697629,WHS3_45,Leprosy
amr,chl,whs3_46,0.000885764900851477,31,34998,WHS3_46,Total tetanus
amr,chl,whs3_49,0,0,1668,WHS3_49,Poliomyelitis
amr,chl,whs3_50,0,0,3464,WHS3_50,Yellow fever
amr,chl,whs3_53,0.00141882546158394,2666,1879019,WHS3_53,Mumps
amr,chl,whs3_55,0,0,410,WHS3_55,Congenital Rubella Syndrome
amr,chl,whs3_56,0,0,13852,WHS3_56,Neonatal tetanus
amr,chl,whs3_57,3.20664930800508e-06,1,311852,WHS3_57,Rubella
amr,chl,whs3_62,7.73957010005053e-06,7,904443,WHS3_62,Measles
amr,col,tb_tot_newrel,0.00197827105910156,34267,17321691,TB_tot_newrel,Tuberculosis
amr,col,whs3_41,0,0,9924,WHS3_41,Diphtheria
amr,col,whs3_43,0.00442997693192023,1761,397519,WHS3_43,Pertussis
amr,col,whs3_45,0.00171581169934163,1197,697629,WHS3_45,Leprosy
