"COUNTRY","REGION","GHO","probability","gho_country_count","disease_on_world_count","code","name"
"606","ARG","AMR","WHS3_57",0.000705604723695156,5,311852,"WHS3_57","Rubella"
"607","ARG","AMR","WHS3_62",0.00111914573251316,23,904443,"WHS3_62","Measles"
"608","ATG","AMR","TB_tot_newrel",1,15,17321691,"TB_tot_newrel","Tuberculosis"
"609","ATG","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"610","ATG","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"611","ATG","AMR","WHS3_45",0,0,697629,"WHS3_45","Leprosy"
"612","ATG","AMR","WHS3_46",0,0,34998,"WHS3_46","Total tetanus"
"613","ATG","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"614","ATG","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"615","ATG","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"616","ATG","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"617","ATG","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"618","ATG","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"619","ATG","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"620","BHS","AMR","TB_tot_newrel",0.704769367070945,117,17321691,"TB_tot_newrel","Tuberculosis"
"621","BHS","AMR","WHS3_40",0.128643471706064,1,811080,"WHS3_40","Colera"
"622","BHS","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"623","BHS","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"624","BHS","AMR","WHS3_45",0,0,697629,"WHS3_45","Leprosy"
"625","BHS","AMR","WHS3_46",0,0,34998,"WHS3_46","Total tetanus"
"626","BHS","AMR","WHS3_48",0,0,65596333,"WHS3_48","Malaria"
"627","BHS","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"628","BHS","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"629","BHS","AMR","WHS3_53",0.166587161222991,3,1879019,"WHS3_53","Mumps"
"630","BHS","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"631","BHS","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"632","BHS","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"633","BHS","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"634","BLZ","AMR","TB_tot_newrel",0.705631158884686,307,17321691,"TB_tot_newrel","Tuberculosis"
"635","BLZ","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"636","BLZ","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"637","BLZ","AMR","WHS3_45",0,0,697629,"WHS3_45","Leprosy"
"638","BLZ","AMR","WHS3_46",0,0,34998,"WHS3_46","Total tetanus"
"639","BLZ","AMR","WHS3_48",0.294368841115314,485,65596333,"WHS3_48","Malaria"
"640","BLZ","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"641","BLZ","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"642","BLZ","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"643","BLZ","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"644","BLZ","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"645","BLZ","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"646","BLZ","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"647","BOL","AMR","TB_tot_newrel",0.180872834612462,25713,17321691,"TB_tot_newrel","Tuberculosis"
"648","BOL","AMR","WHS3_41",0.0613895048847964,5,9924,"WHS3_41","Diphtheria"
"649","BOL","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"650","BOL","AMR","WHS3_45",0.0462841433817489,265,697629,"WHS3_45","Leprosy"
"651","BOL","AMR","WHS3_46",0.0348151006615646,10,34998,"WHS3_46","Total tetanus"
"652","BOL","AMR","WHS3_48",0.0569419899790552,30655,65596333,"WHS3_48","Malaria"
"653","BOL","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"654","BOL","AMR","WHS3_50",0.175874551523302,5,3464,"WHS3_50","Yellow fever"
"655","BOL","AMR","WHS3_53",0.426229341128693,6573,1879019,"WHS3_53","Mumps"
"656","BOL","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"657","BOL","AMR","WHS3_56",0.0175925338283777,2,13852,"WHS3_56","Neonatal tetanus"
"658","BOL","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"659","BOL","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"660","BRA","AMR","TB_tot_newrel",0.0464407415419391,224327,17321691,"TB_tot_newrel","Tuberculosis"
"661","BRA","AMR","WHS3_40",4.42124103093465e-06,1,811080,"WHS3_40","Colera"
"662","BRA","AMR","WHS3_41",0.0151764578159573,42,9924,"WHS3_41","Diphtheria"
"663","BRA","AMR","WHS3_43",0.0296607277051364,3288,397519,"WHS3_43","Pertussis"
"664","BRA","AMR","WHS3_45",0.54722476200067,106459,697629,"WHS3_45","Leprosy"
"665","BRA","AMR","WHS3_46",0.0914989512716679,893,34998,"WHS3_46","Total tetanus"
"666","BRA","AMR","WHS3_48",0.0498008422845652,910979,65596333,"WHS3_48","Malaria"
"667","BRA","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"668","BRA","AMR","WHS3_50",0.0496902564716463,48,3464,"WHS3_50","Yellow fever"
"669","BRA","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"670","BRA","AMR","WHS3_55",0.166179569102534,19,410,"WHS3_55","Congenital Rubella Syndrome"
"671","BRA","AMR","WHS3_56",0.00388317229501567,15,13852,"WHS3_56","Neonatal tetanus"
"672","BRA","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"673","BRA","AMR","WHS3_62",0.00044009826983693,111,904443,"WHS3_62","Measles"
"674","BRB","AMR","TB_tot_newrel",0.00782245490168421,8,17321691,"TB_tot_newrel","Tuberculosis"
"675","BRB","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"676","BRB","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"677","BRB","AMR","WHS3_45",0.02427833179749,1,697629,"WHS3_45","Leprosy"
"678","BRB","AMR","WHS3_46",0.967899213300826,2,34998,"WHS3_46","Total tetanus"
"679","BRB","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"680","BRB","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"681","BRB","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"682","BRB","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"683","BRB","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"684","BRB","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"685","BRB","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"686","CAN","AMR","TB_tot_newrel",0.0154707948361768,4218,17321691,"TB_tot_newrel","Tuberculosis"
"687","CAN","AMR","WHS3_40",0.000861638966402085,11,811080,"WHS3_40","Colera"
"688","CAN","AMR","WHS3_41",0.019205730814263,3,9924,"WHS3_41","Diphtheria"
"689","CAN","AMR","WHS3_43",0.495769997079817,3102,397519,"WHS3_43","Pertussis"
"690","CAN","AMR","WHS3_46",0.0127072376345813,7,34998,"WHS3_46","Total tetanus"
"691","CAN","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"692","CAN","AMR","WHS3_50",0.0366816152041467,2,3464,"WHS3_50","Yellow fever"
"693","CAN","AMR","WHS3_53",0.0437859659779858,1295,1879019,"WHS3_53","Mumps"
"694","CAN","AMR","WHS3_55",0.309914914797962,2,410,"WHS3_55","Congenital Rubella Syndrome"
"695","CAN","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"696","CAN","AMR","WHS3_57",0.00427825926466793,21,311852,"WHS3_57","Rubella"
"697","CAN","AMR","WHS3_62",0.0613238454239982,873,904443,"WHS3_62","Measles"
"698","CHL","AMR","TB_tot_newrel",0.032161638097788,7224,17321691,"TB_tot_newrel","Tuberculosis"
"699","CHL","AMR","WHS3_40",9.5079528169356e-05,1,811080,"WHS3_40","Colera"
"700","CHL","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"701","CHL","AMR","WHS3_43",0.789175807653275,4068,397519,"WHS3_43","Pertussis"
"702","CHL","AMR","WHS3_45",0,0,697629,"WHS3_45","Leprosy"
"703","CHL","AMR","WHS3_46",0.0683076237195166,31,34998,"WHS3_46","Total tetanus"
"704","CHL","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"705","CHL","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"706","CHL","AMR","WHS3_53",0.109415710263954,2666,1879019,"WHS3_53","Mumps"
"707","CHL","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"708","CHL","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"709","CHL","AMR","WHS3_57",0.000247287507239336,1,311852,"WHS3_57","Rubella"
"710","CHL","AMR","WHS3_62",0.000596853230057847,7,904443,"WHS3_62","Measles"
"711","COL","AMR","TB_tot_newrel",0.0528798013346161,34267,17321691,"TB_tot_newrel","Tuberculosis"
"712","COL","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"713","COL","AMR","WHS3_43",0.118414662641459,1761,397519,"WHS3_43","Pertussis"
"714","COL","AMR","WHS3_45",0.0458641809328199,1197,697629,"WHS3_45","Leprosy"
"715","COL","AMR","WHS3_46",0.113037490115496,148,34998,"WHS3_46","Total tetanus"
"716","COL","AMR","WHS3_48",0.106481420787963,261306,65596333,"WHS3_48","Malaria"
"717","COL","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"718","COL","AMR","WHS3_50",0.0385830129113949,5,3464,"WHS3_50","Yellow fever"
"719","COL","AMR","WHS3_53",0.508695869167033,35759,1879019,"WHS3_53","Mumps"
"720","COL","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"721","COL","AMR","WHS3_56",0.0154376617643745,8,13852,"WHS3_56","Neonatal tetanus"
"722","COL","AMR","WHS3_57",0.000428573671886253,5,311852,"WHS3_57","Rubella"
"723","COL","AMR","WHS3_62",0.000177326672957927,6,904443,"WHS3_62","Measles"
"724","CRI","AMR","TB_tot_newrel",0.036958933827237,1447,17321691,"TB_tot_newrel","Tuberculosis"
"725","CRI","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"726","CRI","AMR","WHS3_43",0.905957248201189,814,397519,"WHS3_43","Pertussis"
"727","CRI","AMR","WHS3_45",0.0190255806192917,30,697629,"WHS3_45","Leprosy"
"728","CRI","AMR","WHS3_46",0.0252829624204351,2,34998,"WHS3_46","Total tetanus"
"729","CRI","AMR","WHS3_48",0.00265066094231687,393,65596333,"WHS3_48","Malaria"
"730","CRI","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"731","CRI","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"732","CRI","AMR","WHS3_53",0.0101246139895304,43,1879019,"WHS3_53","Mumps"
"733","CRI","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"734","CRI","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"735","CRI","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"736","CRI","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"737","CUB","AMR","TB_tot_newrel",0.0981407635587065,2344,17321691,"TB_tot_newrel","Tuberculosis"
"738","CUB","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"739","CUB","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"740","CUB","AMR","WHS3_45",0.796317676484228,766,697629,"WHS3_45","Leprosy"
"741","CUB","AMR","WHS3_46",0.103611721551566,5,34998,"WHS3_46","Total tetanus"
"742","CUB","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"743","CUB","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"744","CUB","AMR","WHS3_53",0.00192983840549868,5,1879019,"WHS3_53","Mumps"
"745","CUB","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"746","CUB","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"747","CUB","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"748","CUB","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"749","DMA","AMR","TB_tot_newrel",0.0136094515869904,14,17321691,"TB_tot_newrel","Tuberculosis"
"750","DMA","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"751","DMA","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"752","DMA","AMR","WHS3_45",0.0241367254626854,1,697629,"WHS3_45","Leprosy"
"753","DMA","AMR","WHS3_46",0.962253822950324,2,34998,"WHS3_46","Total tetanus"
"754","DMA","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"755","DMA","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"756","DMA","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"757","DMA","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"758","DMA","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"759","DMA","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"760","DMA","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"761","DOM","AMR","TB_tot_newrel",0.0218704203762487,12529,17321691,"TB_tot_newrel","Tuberculosis"
"762","DOM","AMR","WHS3_40",0.777309909525099,20851,811080,"WHS3_40","Colera"
"763","DOM","AMR","WHS3_41",0.0335148236162423,11,9924,"WHS3_41","Diphtheria"
"764","DOM","AMR","WHS3_43",0.00441165061633878,58,397519,"WHS3_43","Pertussis"
"765","DOM","AMR","WHS3_45",0.0201539156132517,465,697629,"WHS3_45","Leprosy"
"766","DOM","AMR","WHS3_46",0.133048046572554,154,34998,"WHS3_46","Total tetanus"
"767","DOM","AMR","WHS3_48",0.00307590254548988,6673,65596333,"WHS3_48","Malaria"
"768","DOM","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"769","DOM","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"770","DOM","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"771","DOM","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"772","DOM","AMR","WHS3_56",0.0065484690671696,3,13852,"WHS3_56","Neonatal tetanus"
"773","DOM","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"774","DOM","AMR","WHS3_62",6.68620676065698e-05,2,904443,"WHS3_62","Measles"
"775","ECU","AMR","TB_tot_newrel",0.202235768958418,14641,17321691,"TB_tot_newrel","Tuberculosis"
"776","ECU","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"777","ECU","AMR","WHS3_43",0.026483312324294,44,397519,"WHS3_43","Pertussis"
"778","ECU","AMR","WHS3_45",0.112150378607463,327,697629,"WHS3_45","Leprosy"
"779","ECU","AMR","WHS3_46",0.0546920594519221,8,34998,"WHS3_46","Total tetanus"
"780","ECU","AMR","WHS3_48",0.0264117089380456,7241,65596333,"WHS3_48","Malaria"
"781","ECU","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"782","ECU","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"783","ECU","AMR","WHS3_53",0.369397604090351,2901,1879019,"WHS3_53","Mumps"
"784","ECU","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"785","ECU","AMR","WHS3_56",0.155456019620681,9,13852,"WHS3_56","Neonatal tetanus"
"786","ECU","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"787","ECU","AMR","WHS3_62",0.053173148008826,201,904443,"WHS3_62","Measles"
"788","GRD","AMR","TB_tot_newrel",1,11,17321691,"TB_tot_newrel","Tuberculosis"
"789","GRD","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"790","GRD","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"791","GRD","AMR","WHS3_45",0,0,697629,"WHS3_45","Leprosy"
"792","GRD","AMR","WHS3_46",0,0,34998,"WHS3_46","Total tetanus"
"793","GRD","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"794","GRD","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"795","GRD","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"796","GRD","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"797","GRD","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"798","GRD","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"799","GRD","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"800","GTM","AMR","TB_tot_newrel",0.430316380885617,9264,17321691,"TB_tot_newrel","Tuberculosis"
"801","GTM","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"802","GTM","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"803","GTM","AMR","WHS3_45",0.00807333797342278,7,697629,"WHS3_45","Leprosy"
"804","GTM","AMR","WHS3_46",0.18391890792326,8,34998,"WHS3_46","Total tetanus"
"805","GTM","AMR","WHS3_48",0.261092330794161,21286,65596333,"WHS3_48","Malaria"
"806","GTM","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"807","GTM","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"808","GTM","AMR","WHS3_53",0.000428201759767879,1,1879019,"WHS3_53","Mumps"
"809","GTM","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"810","GTM","AMR","WHS3_56",0.116170840663771,2,13852,"WHS3_56","Neonatal tetanus"
"811","GTM","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"812","GTM","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"813","GUY","AMR","TB_tot_newrel",0.101294165976974,2185,17321691,"TB_tot_newrel","Tuberculosis"
"814","GUY","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"815","GUY","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"816","GUY","AMR","WHS3_45",0.0897828434831681,78,697629,"WHS3_45","Leprosy"
"817","GUY","AMR","WHS3_46",0,0,34998,"WHS3_46","Total tetanus"
"818","GUY","AMR","WHS3_48",0.808922990539858,66079,65596333,"WHS3_48","Malaria"
"819","GUY","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"820","GUY","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"821","GUY","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"822","GUY","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"823","GUY","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"824","GUY","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"825","GUY","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"826","HND","AMR","TB_tot_newrel",0.134029562719532,9033,17321691,"TB_tot_newrel","Tuberculosis"
"827","HND","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"828","HND","AMR","WHS3_43",0.242455619243557,375,397519,"WHS3_43","Pertussis"
"829","HND","AMR","WHS3_45",0.00184206247745014,5,697629,"WHS3_45","Leprosy"
"830","HND","AMR","WHS3_46",0.374529324007853,51,34998,"WHS3_46","Total tetanus"
"831","HND","AMR","WHS3_48",0.104261553128578,26610,65596333,"WHS3_48","Malaria"
"832","HND","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"833","HND","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"834","HND","AMR","WHS3_53",0.0686643673585731,502,1879019,"WHS3_53","Mumps"
"835","HND","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"836","HND","AMR","WHS3_56",0.0742175110644564,4,13852,"WHS3_56","Neonatal tetanus"
"837","HND","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"838","HND","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"839","HTI","AMR","TB_tot_newrel",0.00385066285345143,28537,17321691,"TB_tot_newrel","Tuberculosis"
"840","HTI","AMR","WHS3_40",0.980685517680494,340311,811080,"WHS3_40","Colera"
"841","HTI","AMR","WHS3_41",0.00918534173526806,39,9924,"WHS3_41","Diphtheria"
"842","HTI","AMR","WHS3_43",2.35190387302372e-05,4,397519,"WHS3_43","Pertussis"
"843","HTI","AMR","WHS3_45",8.7109654157917e-05,26,697629,"WHS3_45","Leprosy"
"844","HTI","AMR","WHS3_46",0.000200352836383618,3,34998,"WHS3_46","Total tetanus"
"845","HTI","AMR","WHS3_48",0.00590547395296855,165736,65596333,"WHS3_48","Malaria"
"846","HTI","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"847","HTI","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"848","HTI","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"849","HTI","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"850","HTI","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"851","HTI","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"852","HTI","AMR","WHS3_62",6.20222485463771e-05,24,904443,"WHS3_62","Measles"
"853","JAM","AMR","TB_tot_newrel",0.0668959629427591,374,17321691,"TB_tot_newrel","Tuberculosis"
"854","JAM","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"855","JAM","AMR","WHS3_43",0.00779400541512423,1,397519,"WHS3_43","Pertussis"
"856","JAM","AMR","WHS3_45",0.0310879517197585,7,697629,"WHS3_45","Leprosy"
"857","JAM","AMR","WHS3_46",0.885269226417158,10,34998,"WHS3_46","Total tetanus"
"858","JAM","AMR","WHS3_48",0.000708484399260878,15,65596333,"WHS3_48","Malaria"
"859","JAM","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"860","JAM","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"861","JAM","AMR","WHS3_53",0.00824436910593977,5,1879019,"WHS3_53","Mumps"
"862","JAM","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"863","JAM","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"864","JAM","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"865","JAM","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"866","KNA","AMR","TB_tot_newrel",0.219922644776915,7,17321691,"TB_tot_newrel","Tuberculosis"
"867","KNA","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"868","KNA","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"869","KNA","AMR","WHS3_45",0.780077355223085,1,697629,"WHS3_45","Leprosy"
"870","KNA","AMR","WHS3_46",0,0,34998,"WHS3_46","Total tetanus"
"871","KNA","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"872","KNA","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"873","KNA","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"874","KNA","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"875","KNA","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"876","KNA","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"877","KNA","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"878","LCA","AMR","TB_tot_newrel",0.0261914111431412,26,17321691,"TB_tot_newrel","Tuberculosis"
"879","LCA","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"880","LCA","AMR","WHS3_43",0,0,397519,"WHS3_43","Pertussis"
"881","LCA","AMR","WHS3_45",0.475231163910106,19,697629,"WHS3_45","Leprosy"
"882","LCA","AMR","WHS3_46",0.498577424946753,1,34998,"WHS3_46","Total tetanus"
"883","LCA","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"884","LCA","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"885","LCA","AMR","WHS3_53",0,0,1879019,"WHS3_53","Mumps"
"886","LCA","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"887","LCA","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"888","LCA","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"889","LCA","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
"890","MEX","AMR","TB_tot_newrel",0.352911122844126,58273,17321691,"TB_tot_newrel","Tuberculosis"
"891","MEX","AMR","WHS3_40",0.00012933753034283,1,811080,"WHS3_40","Colera"
"892","MEX","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"893","MEX","AMR","WHS3_43",0.214018452485504,811,397519,"WHS3_43","Pertussis"
"894","MEX","AMR","WHS3_45",0.081200273239286,540,697629,"WHS3_45","Leprosy"
"895","MEX","AMR","WHS3_46",0.185838939792236,62,34998,"WHS3_46","Total tetanus"
"896","MEX","AMR","WHS3_48",0.00808086763036232,5053,65596333,"WHS3_48","Malaria"
"897","MEX","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"898","MEX","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"899","MEX","AMR","WHS3_53",0.149899910983653,2685,1879019,"WHS3_53","Mumps"
"900","MEX","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"901","MEX","AMR","WHS3_56",0.007573136305982,1,13852,"WHS3_56","Neonatal tetanus"
"902","MEX","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"903","MEX","AMR","WHS3_62",0.00034795918850761,3,904443,"WHS3_62","Measles"
"904","NIC","AMR","TB_tot_newrel",0.477147506606339,7424,17321691,"TB_tot_newrel","Tuberculosis"
"905","NIC","AMR","WHS3_41",0,0,9924,"WHS3_41","Diphtheria"
"906","NIC","AMR","WHS3_43",0.341670058431131,122,397519,"WHS3_43","Pertussis"
"907","NIC","AMR","WHS3_45",0.0191496880157451,12,697629,"WHS3_45","Leprosy"
"908","NIC","AMR","WHS3_46",0.0318098598508872,1,34998,"WHS3_46","Total tetanus"
"909","NIC","AMR","WHS3_48",0.0377959823601973,2227,65596333,"WHS3_48","Malaria"
"910","NIC","AMR","WHS3_49",0,0,1668,"WHS3_49","Poliomyelitis"
"911","NIC","AMR","WHS3_50",0,0,3464,"WHS3_50","Yellow fever"
"912","NIC","AMR","WHS3_53",0.0924269047357002,156,1879019,"WHS3_53","Mumps"
"913","NIC","AMR","WHS3_55",0,0,410,"WHS3_55","Congenital Rubella Syndrome"
"914","NIC","AMR","WHS3_56",0,0,13852,"WHS3_56","Neonatal tetanus"
"915","NIC","AMR","WHS3_57",0,0,311852,"WHS3_57","Rubella"
"916","NIC","AMR","WHS3_62",0,0,904443,"WHS3_62","Measles"
